78 2 f·6
79 1 331984·82
79 2 corni·3142
80 1 872845·2012
80 2 g·99
81 1 872846·2011
81 2 fraternali·547
82 1 331986·81
82 2 h·602
83 1 872843·2001
83 2 i·352
84 1 journals/tods/TaoSP03·3696
84 2 wadler·3157
85 1 872842·2002
85 2 j·83
86 1 conf/sigmod/DanS95·4162
86 2 k·197
87 1 872840·1999
87 2 gibson·2219
88 1 conf/sigmod/CareyK97·3262
88 2 l·200
89 1 conf/vldb/BaumannFRW97·4686
89 2 conrad·467
90 1 conf/vldb/AndreiV01·4867
90 2 m·9
91 1 journals/sigmod/LacroixB03·2729
91 2 n·79
92 1 journals/vldb/Baumann94·2730
92 2 o·983
93 1 conf/vldb/WitkowskiBBFGSS03·2523
93 2 p·85
94 1 conf/sigmod/GibbsBT94·2374
94 2 the·2102
95 1 conf/sigmod/BohlenBD99·3938
95 2 q·2926
96 1 journals/sigmod/DogacAOD95·3289
96 2 lafferty·3350
97 1 conf/vldb/PottingerL00·2368
97 2 r·80
98 1 conf/vldb/SundaraHCAS01·3499
98 2 mathias·3
99 1 conf/vldb/AltinelF00·3148
99 2 s·206
100 1 journals/vldb/ChuaCL03·3905
100 2 t·82
101 1 journals/sigmod/Chen94·4868
101 2 mattos·284
102 1 conf/sigmod/Zeller03·3338
102 2 u·469
103 1 journals/vldb/ShegalovGW01·3484
103 2 v·251
104 1 journals/tods/AikenHW95·2358
104 2 w·359
105 1 conf/vldb/DingGS00·3944
105 2 kapitskaia·2287
106 1 journals/vldb/JagadishKNS00·4270
106 2 scherer·3396
107 1 conf/vldb/BonifatiCDS01·3012
107 2 x·257
108 1 277955·129
108 2 y·262
109 1 conf/vldb/CormodeKMS03·3565
109 2 z·201
110 1 277954·130
110 2 borkar·1220
111 1 conf/vldb/KilgerM94·4366
111 2 tombroff·2495
112 1 conf/sigmod/BaulierBGGHJKKMMNNRSSSWW99·3979
112 2 maguelonne·4111
113 1 conf/vldb/LempelM02·3239
113 2 karayannidis·4375
114 1 journals/tods/Revesz98·3846
114 2 krishnamurty·427
115 1 872818·2047
115 2 imai·3222
116 1 872817·2050
116 2 rong·2443
117 1 872814·2052
117 2 rona·3841
118 1 872815·2049
118 2 chidlovskii·2850
119 1 conf/vldb/BeneventanoBCCGMMV00·4548
119 2 hofbauer·3052
120 1 conf/sigmod/OlstonJW03·4577
120 2 roni·3964
121 1 872812·2054
121 2 tie·2097
122 1 872813·2051
122 2 gong·3924
123 1 conf/vldb/SrivastavaDJL96·3453
123 2 draluk·4060
124 1 872810·2053
124 2 ugur·1038
125 1 conf/vldb/TheodoratosS97·4403
125 2 tim·1684
126 1 conf/vldb/FernandezSCMS03·4387
126 2 subrahmanian·875
127 1 293151·218
127 2 cha·724
128 1 293150·217
128 2 hirohiko·3218
129 1 293152·219
129 2 stefan·194
130 1 conf/vldb/NinkHR99·2323
130 2 jajodia·1311
131 1 journals/vldb/AgrawalAJL95·3880
131 2 cercone·3531
132 1 conf/sigmod/LibkinMW96·3461
132 2 chi·1473
133 1 journals/tods/BaralisW00·2428
133 2 owen·3920
134 1 conf/vldb/AgrawalS94·2515
134 2 szafron·1951
135 1 conf/sigmod/Hidber99·3487
135 2 byung·1846
136 1 journals/sigmod/YauLMS99·4267
136 2 cho·395
137 1 journals/tods/ChomickiTB01·3436
137 2 nandit·3636
138 1 journals/vldb/RoySSSA98·2598
138 2 calero·4022
139 1 conf/vldb/LinR98·4362
139 2 minet·2326
140 1 872809·2039
140 2 chu·35
141 1 journals/tods/BeneventanoBS03·4269
141 2 sang·720
142 1 journals/vldb/SwamiS95·4694
142 2 vincini·662
143 1 872807·2040
143 2 frédéic·4509
144 1 872806·2041
144 2 clossman·837
145 1 journals/sigmod/RossAA02·3002
145 2 yutaka·232
146 1 872803·2043
146 2 leng·1466
147 1 872804·2042
147 2 jeanne·4129
148 1 conf/sigmod/SubramanianV98·3326
148 2 hacid·1668
149 1 872802·2044
149 2 kyu·1264
150 1 872800·2045
150 2 sara·4228
151 1 conf/vldb/KonopnickiS95·2669
151 2 hart·3248
152 1 conf/vldb/SteinbrunnPMK95·4570
152 2 eike·1619
153 1 conf/sigmod/MaratheS99·3398
153 2 coupaye·3194
154 1 conf/sigmod/ChawatheG97·4193
154 2 darrel·1927
155 1 776999·2066
155 2 hara·229
156 1 conf/sigmod/GarofalakisGR02·3722
156 2 patrick·1026
157 1 776998·2063
157 2 olson·3335
158 1 776997·2129
158 2 casati·584
159 1 776996·2064
159 2 cardiff·2778
160 1 673633·1053
160 2 lilan·4319
161 1 673634·1052
161 2 windsor·1303
162 1 673635·1055
162 2 whitehead·2663
163 1 journals/tods/HsuSY01·3503
163 2 gucht·3840
164 1 conf/sigmod/LakhamrajuRSS00·4007
164 2 floyd·1654
165 1 673636·1054
165 2 gerlinde·3788
166 1 673630·1048
166 2 schuster·1081
167 1 673631·1051
167 2 ramanath·2044
168 1 673632·1050
168 2 kabak·2131
169 1 673637·1024
169 2 issarny·2891
170 1 conf/sigmod/NaumanS98·3945
170 2 myra·2936
171 1 673638·1025
171 2 raschid·1968
172 1 673639·1026
172 2 ladin·3024
173 1 conf/sigmod/SelfridgeSW96·4129
173 2 nippl·2200
174 1 journals/sigmod/SantucciT96·4843
174 2 weld·896
175 1 conf/vldb/Spintzik95·4070
175 2 kaixin·4096
176 1 conf/vldb/PapadimitriouBF03·4308
176 2 iyengar·4136
177 1 journals/vldb/SteinbrunnMK97·4864
177 2 gook·4283
178 1 174640·1316
178 2 dreyer·3558
179 1 conf/sigmod/Spiro98·2362
179 2 sibel·4243
180 1 conf/sigmod/BohannonMR01·4135
180 2 saladini·3326
181 1 174641·1318
181 2 klauser·3853
182 1 conf/vldb/DuttaDMRT00·4633
182 2 pradnya·2064
183 1 174642·1300
183 2 fagin·978
184 1 conf/sigmod/Levine95·4756
184 2 cardelli·1863
185 1 conf/vldb/AilamakiDHS01·3504
185 2 pantazi·4345
186 1 journals/sigmod/Stonebraker94·4840
186 2 wilder·4506
187 1 673644·1031
187 2 jihwang·1186
188 1 673645·1032
188 2 fileto·1899
189 1 journals/vldb/AslanM99·2401
189 2 mihael·958
190 1 journals/tods/BrightHP94·2979
190 2 thrun·2878
191 1 673646·1033
191 2 atsushi·3822
192 1 673647·2143
192 2 nestorov·1021
193 1 673640·1027
193 2 ciaccia·1769
194 1 673641·1028
194 2 umeshwar·2285
195 1 673642·1029
195 2 konopnicki·687
196 1 journals/sigmod/BerraNT95·3721
196 2 sacha·4613
197 1 673643·1030
197 2 lockemann·615
198 1 357778·497
198 2 schmidt·1825
199 1 357777·498
199 2 anat·4001
200 1 357776·511
200 2 orsini·1942
201 1 journals/vldb/Bertino94·2921
201 2 mcgann·1483
202 1 conf/sigmod/AdaliBSS98·4617
202 2 özgür·1400
203 1 673648·1034
203 2 corey·225
204 1 conf/sigmod/BunemanKTT02·3787
204 2 paepcke·1677
205 1 673649·1035
205 2 zenon·2738
206 1 174639·1321
206 2 shourya·4192
207 1 journals/tods/HjaltasonS03·3529
207 2 felicity·4037
208 1 673650·1036
208 2 leon·108
209 1 conf/sigmod/GetoorTK01·3007
209 2 eickler·2678
210 1 conf/sigmod/PatelYKTNBHRLEKGDN97·4085
210 2 esther·1790
211 1 conf/sigmod/ShashaB02a·3659
211 2 devesh·3895
212 1 conf/vldb/ZemankovaI94·2312
212 2 gori·3090
213 1 journals/sigmod/Ahlberg96·3283
213 2 tanca·3359
214 1 journals/sigmod/KennedyMB96·3647
214 2 jignesh·2132
215 1 conf/vldb/DarEGP98·3084
215 2 lenz·4106
216 1 journals/sigmod/KramerNKRLKLZ97·3821
216 2 pillip·1061
217 1 conf/vldb/AlexandrovABBBCDFHJKKKLLMMMPNPPRRSSW02·4488
217 2 iglinski·1463
218 1 conf/sigmod/OlstonWL01·2932
218 2 chaitan·22
219 1 journals/sigmod/BiancheriPP01·3169
219 2 gentili·4057
220 1 604282·608
220 2 calisto·1151
221 1 journals/vldb/DoanMDDH03·2900
221 2 therber·3730
222 1 604283·607
222 2 segev·107
223 1 604280·593
223 2 hidber·940
224 1 conf/sigmod/WangJLY03·4130
224 2 roth·735
225 1 604286·604
225 2 ping·1865
226 1 604284·606
226 2 duval·625
227 1 conf/vldb/ShashaB02·2411
227 2 venkatesh·900
228 1 conf/sigmod/BlakeleyD00·3949
228 2 giorgio·1939
229 1 604285·605
229 2 tanaka·1796
230 1 conf/vldb/ChanI99·2388
230 2 rosneblatt·4537
231 1 conf/sigmod/Chong98·4015
231 2 connell·356
232 1 conf/vldb/MadhavanH03·3409
232 2 saul·3979
233 1 conf/vldb/Duranti01·3859
233 2 alfons·152
234 1 conf/vldb/CareyCNVDRSM99·4557
234 2 tok·1330
235 1 673627·1047
235 2 nipun·3072
236 1 673628·1046
236 2 hillery·4649
237 1 673629·1049
237 2 tom·1540
238 1 604271·559
238 2 goto·3873
239 1 journals/vldb/ChuIT94·2946
239 2 honesty·1306
240 1 604272·560
240 2 tor·2716
241 1 conf/vldb/RastogiS98·4668
241 2 pina·3183
242 1 journals/vldb/KnorrNT00·3282
242 2 golubchik·2913
243 1 604270·558
243 2 liles·4061
244 1 604275·598
244 2 raghavan·930
245 1 604276·597
245 2 morrison·1945
246 1 604273·600
246 2 quan·2925
247 1 conf/sigmod/LiYVGPUV98·3946
247 2 walter·2674
248 1 604274·599
248 2 anca·1604
249 1 journals/tods/Kuo96·2956
249 2 ross·969
250 1 604279·594
250 2 timko·4548
251 1 journals/tods/KarpSP03·4869
251 2 rost·2050
252 1 604277·596
252 2 lohman·1101
253 1 604278·595
253 2 arnon·475
254 1 671014·946
254 2 poess·1653
255 1 671013·947
255 2 rosa·1614
256 1 672347·1333
256 2 sacks·2732
257 1 671012·956
257 2 psaila·2626
258 1 672348·1332
258 2 minos·345
259 1 journals/vldb/SakuraiYUK02·4150
259 2 bryan·2099
260 1 671011·957
260 2 cox·3769
261 1 672349·1335
261 2 kashi·3027
262 1 671018·950
262 2 sakti·4232
263 1 conf/vldb/CarinoJ98·2455
263 2 jessie·3775
264 1 671017·951
264 2 burger·2763
265 1 671016·944
265 2 lai·4486
266 1 671015·945
266 2 thakar·1586
267 1 conf/vldb/JarkeKL00·4618
267 2 coral·4021
268 1 872878·2237
268 2 lam·1359
269 1 journals/sigmod/BertinoEH03·4671
269 2 wechsler·3603
270 1 671019·949
270 2 kazuhiko·2692
271 1 872877·2026
271 2 olkin·3446
272 1 872875·2025
272 2 adriana·1956
273 1 872873·2024
273 2 lesk·604
274 1 conf/sigmod/KalnisP01·3608
274 2 hweebong·820
275 1 604265·553
275 2 law·2910
276 1 conf/vldb/BrownMCL94·3387
276 2 marjorie·1922
277 1 604262·552
277 2 adriane·3912
278 1 journals/sigmod/BoulosO99·3845
278 2 lukasz·4009
279 1 604268·556
279 2 pardon·3077
280 1 604269·557
280 2 ningning·1806
281 1 672350·1334
281 2 knoblock·764
282 1 604266·554
282 2 kumar·559
283 1 672351·1337
283 2 yahia·1074
284 1 604267·555
284 2 leszczylowski·3236
285 1 672352·1336
285 2 tianqiu·4485
286 1 671021·972
286 2 eran·699
287 1 671020·948
287 2 büchner·100
288 1 journals/vldb/ConstantopoulosJMV95·3292
288 2 lipyeow·4528
289 1 671025·968
289 2 fensel·1885
290 1 672357·1342
290 2 solms·3006
291 1 671024·975
291 2 sashikanth·4074
292 1 672358·1343
292 2 segal·40
293 1 671023·974
293 2 kezuyuki·234
294 1 672359·2150
294 2 grøvlen·2595
295 1 671022·973
295 2 kiyoki·3592
296 1 671029·964
296 2 arroyo·2829
297 1 672353·1338
297 2 university·3952
298 1 671028·971
298 2 walid·3405
299 1 672354·1339
299 2 paval·43
300 1 671027·970
300 2 arpaci·3663
301 1 672355·1340
301 2 shuchi·4563
302 1 872869·2030
302 2 pavan·1136
303 1 671026·969
303 2 erwin·3880
304 1 672356·1341
304 2 erwig·1746
305 1 872867·2028
305 2 muñoz·1957
306 1 872868·2029
306 2 vandenberg·2109
307 1 872865·2018
307 2 perkins·2149
308 1 conf/sigmod/BerchtoldBBKK97·2649
308 2 seiichi·2964
309 1 872866·2027
309 2 sharad·678
310 1 872863·2017
310 2 saygin·1812
311 1 conf/sigmod/LakshmananPZ03·3146
311 2 levy·882
312 1 872861·2015
312 2 laura·1078
313 1 872862·2016
313 2 jubin·4344
314 1 872871·2023
314 2 ryabov·4597
315 1 335496·416
315 2 times·4416
316 1 335497·415
316 2 mayank·524
317 1 335494·385
317 2 nematollaah·3717
318 1 journals/sigmod/HellersteinHM03·3578
318 2 thorsten·886
319 1 335495·386
319 2 doan·1127
320 1 335492·388
320 2 rezende·2563
321 1 journals/sigmod/BertinoEH01·3168
321 2 denilson·2074
322 1 672360·1344
322 2 rathindra·429
323 1 672361·1345
323 2 amouroux·3710
324 1 672362·1346
324 2 susanne·92
325 1 672363·1347
325 2 shihui·3008
326 1 671032·2135
326 2 sathe·1509
327 1 671031·966
327 2 zwol·2948
328 1 671030·965
328 2 filippo·4280
329 1 673655·1074
329 2 lochovsky·3426
330 1 673656·1073
330 2 lufter·1711
331 1 673657·1072
331 2 barinderpal·3816
332 1 673658·1079
332 2 schiele·2865
333 1 673651·1037
333 2 leonard·508
334 1 673652·1038
334 2 witten·1982
335 1 673653·1039
335 2 norio·3219
336 1 673654·1075
336 2 yannis·30
337 1 conf/vldb/PalpanasSCP02·2283
337 2 viktoriya·1342
338 1 journals/tods/ParsonsW00·3495
338 2 myung·3988
339 1 673659·1078
339 2 minsoo·3997
340 1 journals/sigmod/Widom96a·4806
340 2 youngjian·1001
341 1 335479·392
341 2 böttger·3310
342 1 journals/sigmod/Widom95a·4471
342 2 teresa·254
343 1 conf/vldb/LakshmananPH02·4518
343 2 rahul·4390
344 1 journals/sigmod/Aggarwal01·3393
344 2 paddeu·1651
345 1 335484·387
345 2 katsumi·4432
346 1 conf/vldb/UrhanF01·4108
346 2 anja·2079
347 1 335482·390
347 2 pellenkoft·2662
348 1 335480·389
348 2 tatbul·123
349 1 673660·1077
349 2 lee·258
350 1 673661·1076
350 2 botzer·1180
351 1 671003·932
351 2 damianos·2488
352 1 673666·1087
352 2 leh·223
353 1 671002·935
353 2 lei·2928
354 1 673667·1086
354 2 karim·4452
355 1 conf/vldb/DarmontS99·3278
355 2 runping·2999
356 1 671001·934
356 2 geert·4657
357 1 673668·1085
357 2 len·565
358 1 671000·929
358 2 leo·646
359 1 673669·1084
359 2 laender·2134
360 1 conf/vldb/CareyKRLABFLOPQRSSUVWY01·3844
360 2 lex·1718
361 1 671007·953
361 2 pierangelo·2496
362 1 673662·1083
362 2 ley·4553
363 1 671006·954
363 2 borghoff·2851
364 1 673663·1082
364 2 segoufin·3123
365 1 671005·955
365 2 zarka·1890
366 1 673664·1081
366 2 devanand·2753
367 1 journals/vldb/KellerB96·4670
367 2 güntzer·3094
368 1 671004·933
368 2 carey·280
369 1 673665·1080
369 2 mowry·1247
370 1 journals/sigmod/PaepckeGRC00·2790
370 2 schuh·3478
371 1 671009·959
371 2 bhavani·1408
372 1 journals/sigmod/Domingo-FerrerH98·3472
372 2 ivan·63
373 1 671008·952
373 2 schue·3297
374 1 335469·398
374 2 kosch·2171
375 1 335468·397
375 2 pierangela·949
376 1 335476·394
376 2 wentland·629
377 1 335477·391
377 2 jagannath·3128
378 1 journals/tods/ChenHM95·2626
378 2 hidalgo·4503
379 1 335474·393
379 2 cui·1728
380 1 journals/sigmod/Widom96b·2482
380 2 huacheng·1476
381 1 conf/vldb/OuzzaniAB94·4490
381 2 hodges·3796
382 1 335473·396
382 2 gaurav·522
383 1 335471·395
383 2 anil·274
384 1 conf/vldb/WuFSP00·2882
384 2 sumit·2589
385 1 conf/sigmod/SeshadriHPLRSSS96·3440
385 2 asgarian·3672
386 1 conf/vldb/HalversonBKKRTVWND03·4409
386 2 halkidi·1750
387 1 conf/sigmod/AgrawalASY97·4682
387 2 revesz·974
388 1 671010·958
388 2 masatoshi·2361
389 1 conf/vldb/Malaika96·3752
389 2 constantine·3374
390 1 conf/vldb/KounevB02·4393
390 2 grefen·1730
391 1 671850·888
391 2 berenson·3411
392 1 journals/sigmod/Stonebraker02·2557
392 2 sameet·2625
393 1 conf/vldb/BraumandlCK98·3742
393 2 sameer·2549
394 1 191949·1668
394 2 ozkan·3483
395 1 758369·1065
395 2 campos·1783
396 1 191948·1667
396 2 bradford·3907
397 1 758368·1064
397 2 glasstone·3423
398 1 671854·1359
398 2 quix·187
399 1 191947·1623
399 2 hampapur·644
400 1 758367·1067
400 2 manku·869
401 1 671853·1360
401 2 team·301
402 1 758366·1066
402 2 acharya·239
403 1 671852·1361
403 2 shelly·3694
404 1 191945·1624
404 2 marvin·2833
405 1 671851·889
405 2 beaufour·4117
406 1 758365·1061
406 2 brahim·2984
407 1 191944·1625
407 2 jiawan·2296
408 1 758364·1060
408 2 ostwald·1110
409 1 671858·1356
409 2 manli·3954
410 1 758363·1063
410 2 dharmarajan·4656
411 1 671857·1357
411 2 pledereder·842
412 1 671856·2157
412 2 kühn·3501
413 1 671855·1358
413 2 schöhoff·3620
414 1 671859·1355
414 2 anne·1946
415 1 journals/vldb/MaratheS02·3249
415 2 özden·2569
416 1 journals/sigmod/SnodgrassGIMSU98·2751
416 2 anna·1954
417 1 conf/vldb/Atal96·3518
417 2 lik·4425
418 1 191942·1626
418 2 lin·789
419 1 191941·1627
419 2 geoffrey·1856
420 1 journals/tods/Ng01·3329
420 2 skubiszewski·2609
421 1 conf/sigmod/LivnyRBCDLMW97·3174
421 2 lim·3456
422 1 journals/sigmod/NestorovAM97·3054
422 2 kevin·18
423 1 journals/sigmod/RiekertMW97·3548
423 2 lip·3452
424 1 671861·1369
424 2 gaasterland·4102
425 1 journals/vldb/ManegoldBK00·2645
425 2 entin·696
426 1 671860·1354
426 2 banaei·2374
427 1 190628·1694
427 2 harding·4556
428 1 758379·1246
428 2 wolff·1083
429 1 671865·1365
429 2 garth·2218
430 1 191958·1663
430 2 manoj·2536
431 1 758378·1245
431 2 liu·142
432 1 671864·1366
432 2 oenoki·1522
433 1 conf/vldb/RantzauCHM02·4212
433 2 roberta·386
434 1 journals/vldb/Sciore94·4307
434 2 ozsoyoglu·582
435 1 758377·1244
435 2 potapov·4387
436 1 671863·1367
436 2 erik·528
437 1 671862·1368
437 2 cichocki·3678
438 1 191955·1670
438 2 tzi·4137
439 1 758375·1243
439 2 eric·796
440 1 671869·1376
440 2 roberto·2727
441 1 758374·1069
441 2 ives·893
442 1 671868·1362
442 2 sangyong·4079
443 1 conf/sigmod/ChakrabartiM99·3867
443 2 goble·1902
444 1 journals/sigmod/BerzalM02·4423
444 2 teck·2613
445 1 758373·1068
445 2 apostol·326
446 1 671867·1363
446 2 toiati·3499
447 1 671866·1364
447 2 joakim·4639
448 1 758372·2127
448 2 bertram·26
449 1 758371·1071
449 2 berndtsson·1414
450 1 journals/sigmod/Liu03a·3532
450 2 antonellis·941
451 1 758370·1070
451 2 kramer·2670
452 1 journals/sigmod/Liu03c·3215
452 2 quoc·212
453 1 journals/sigmod/Liu03b·4390
453 2 jiong·1998
454 1 conf/vldb/KoudasS03·4644
454 2 quzzani·21
455 1 journals/vldb/IvesHW02·3611
455 2 woodruff·785
456 1 conf/sigmod/KemperKM98·3251
456 2 srivastava·937
457 1 journals/vldb/OoiHLT96·3390
457 2 arpinar·121
458 1 journals/tods/LiC01·3627
458 2 capuozzo·2798
459 1 191951·1669
459 2 benatallah·14
460 1 conf/sigmod/ClossmanSHKPB98·2414
460 2 tamer·343
461 1 191929·1621
461 2 tuong·4634
462 1 191928·1622
462 2 mchugh·1019
463 1 191927·1640
463 2 rajmohan·4124
464 1 journals/sigmod/JukicV97·4016
464 2 umang·2684
465 1 191926·1639
465 2 poosala·244
466 1 191925·1642
466 2 xiao·2068
467 1 191924·1641
467 2 kristin·2288
468 1 journals/tods/HjaltasonS99·3983
468 2 shore·3307
469 1 671836·886
469 2 cristian·3162
470 1 conf/sigmod/BaruFGHJPW95·4758
470 2 kitagawa·2967
471 1 journals/sigmod/Liu02c·2801
471 2 vossen·2
472 1 conf/vldb/Ladin00·4524
472 2 kajal·1166
473 1 671839·885
473 2 mcilroy·2545
474 1 conf/vldb/BasuFP00·2953
474 2 weinberger·3591
475 1 journals/sigmod/Liu02b·3295
475 2 getoor·1085
476 1 conf/vldb/SizovGT03·3848
476 2 kwang·1353
477 1 671837·887
477 2 reiher·2152
478 1 journals/sigmod/Liu02a·2969
478 2 funderburk·3015
479 1 journals/sigmod/LuoI02·3125
479 2 watson·3832
480 1 conf/sigmod/AchyutuniON96·4558
480 2 montoto·4493
481 1 234895·1878
481 2 fung·2058
482 1 234894·1877
482 2 liefke·407
483 1 234897·1872
483 2 berendt·2935
484 1 234896·1871
484 2 muslea·770
485 1 conf/vldb/KemmeA00·4546
485 2 bertino·944
486 1 234898·1873
486 2 inderpal·1552
487 1 191939·1628
487 2 vassilakopoulos·423
488 1 191938·1629
488 2 daniels·3451
489 1 191937·1630
489 2 clifton·1815
490 1 journals/sigmod/HadzilacosT97·3238
490 2 choenni·3121
491 1 conf/vldb/OrensteinK95·3576
491 2 shintani·3656
492 1 671843·882
492 2 wedekind·1335
493 1 191936·1615
493 2 pappas·2423
494 1 234891·1995
494 2 kazutoshi·3214
495 1 journals/sigmod/AbelTK97·3632
495 2 elena·947
496 1 671842·881
496 2 daniele·182
497 1 191935·1616
497 2 satish·823
498 1 234890·1996
498 2 daniela·877
499 1 671841·884
499 2 chengxiang·4381
500 1 234893·1876
500 2 zhaohui·4188
501 1 671840·883
501 2 kanungo·3942
502 1 191933·1617
502 2 hoppenbrouwers·642
503 1 234892·1875
503 2 walpole·1671
504 1 671847·893
504 2 goodman·4107
505 1 671846·892
505 2 rubens·1786
506 1 journals/sigmod/Liu01b·3366
506 2 grandbois·2276
507 1 671845·895
507 2 sudarshan·372
508 1 671844·894
508 2 bongki·1532
509 1 671849·891
509 2 petrovic·4330
510 1 journals/sigmod/Liu01a·2500
510 2 blott·2184
511 1 journals/vldb/ShyyASL96·4038
511 2 elliot·2551
512 1 671848·890
512 2 mick·4393
513 1 191932·1618
513 2 paredaens·1291
514 1 191931·1619
514 2 gravano·570
515 1 conf/sigmod/Lomet00·3095
515 2 madden·1874
516 1 191930·1620
516 2 traina·413
517 1 248609·1917
517 2 forouzan·1285
518 1 191906·1631
518 2 soffer·1636
519 1 248608·1904
519 2 vardi·4101
520 1 conf/sigmod/GuptaHR97·2418
520 2 godfrey·885
521 1 191904·1634
521 2 paula·2307
522 1 conf/sigmod/HoAMS97·2542
522 2 loh·902
523 1 191901·1633
523 2 angela·1672
524 1 journals/sigmod/HasanFV96·2870
524 2 dekhtyar·1307
525 1 248605·1905
525 2 bright·1971
526 1 248604·1908
526 2 lok·3270
527 1 248607·1903
527 2 angelo·2300
528 1 191908·1632
528 2 lon·3550
529 1 248606·1906
529 2 braham·3507
530 1 journals/vldb/IoannidisNSS97·2299
530 2 loo·1275
531 1 248610·1918
531 2 guinepain·511
532 1 conf/sigmod/LiefkeS00·3916
532 2 chatziantoniou·2489
533 1 conf/sigmod/JagadishLS99·4160
533 2 andreas·1348
534 1 conf/vldb/ScheuermannSV96·4242
534 2 bornhövd·3902
535 1 191915·1643
535 2 arunprasad·897
536 1 conf/vldb/KarayannidisTSPMRFEB02·3037
536 2 skounakis·3076
537 1 conf/sigmod/DanielsDDEHJJLSSS94·3914
537 2 castano·661
538 1 journals/sigmod/GottlobKP03a·4510
538 2 pang·903
539 1 191913·1646
539 2 nassiakou·4593
540 1 191911·1645
540 2 lomet·265
541 1 conf/vldb/Jamil97·4092
541 2 evfimievski·3983
542 1 248612·1916
542 2 werner·1143
543 1 248611·1915
